"id","area","feature","user_story","expected_behavior","source","status","validation_notes","error_detail","last_validated"
"FEAT-0103","Cloud Credentials","AWS Temporary Credentials Acquisition","As a user, I want to obtain temporary AWS credentials for deployment, so that I can access AWS APIs for provisioning.","Provides access_token, account_id, role_name, region; STS returns temp creds. System encrypts and stores in project.cloud_credentials_encrypted with metadata (account_id, role_name, region, auth_method).","backend/routes/cloud_auth.py:get_aws_credentials, backend/services/aws_auth_service.py:get_account_credentials","Blocked","get_aws_credentials → get_account_credentials calls sso.get_role_credentials; route encrypts {access_key_id,secret,session_token,expiration,account_id,role_name,region,auth_method='sso'} into project.cloud_credentials_encrypted. Needs live SSO.","","2026-06-22"
"FEAT-0104","Cloud Credentials","Batch Credential Health Check","As a system admin, I want to check credential status across all projects, so that I can identify which need attention.","Scans all projects with credentials, returns total_projects, expired_count, expiring_soon_count, and per-project summaries.","backend/routes/cloud_auth.py:check_all_credentials","Validated","check_all_credentials queries projects with cloud_credentials_encrypted, builds per-project status via CredentialRefreshService.get_credential_status, and returns total_projects/expired_count/expiring_soon_count/projects.","","2026-06-22"
"FEAT-0105","Cloud Credentials","Cloud Region Discovery (Provider-Agnostic)","As a frontend, I want to query regions from a cloud provider using raw credentials, so that I can populate region selectors.","Accepts provider string and provider-specific credentials; routes to provider service (IBM currently). Returns {provider, regions} or BadRequestError if unsupported.","backend/routes/cloud_auth.py:query_cloud_regions, backend/services/ibm_cloud_service.py:list_regions","Validated","query_cloud_regions raises BadRequestError for non-ibm provider; for 'ibm' calls IBMCloudService.list_regions and returns {provider:'ibm', regions}. Provider-agnostic shape with only IBM currently supported, as documented.","","2026-06-22"
"FEAT-0106","Cloud Credentials","Credential Expiration Status Check","As a user, I want to see if my credentials are expiring soon, so that I can refresh them before they expire.","Analyzes project credentials, returns is_expired, is_expiring_soon, expiration timestamps, can_refresh. configured=false if none.","backend/routes/cloud_auth.py:get_credential_status, backend/services/credential_refresh_service.py:get_credential_status","Validated","get_credential_status → CredentialRefreshService.get_credential_status decrypts blob, computes is_expired/is_expiring_soon (15min threshold), expiration, can_auto_refresh; returns configured=false when no blob.","","2026-06-22"
"FEAT-0107","Cloud Credentials","IBM Cloud COS Instances Query","As a user, I want to list IBM Cloud Object Storage instances, so that I can select a COS bucket for file storage.","Provides ibmcloud_api_key; returns COS instances with value (ID), label, crn. Error if API key invalid.","backend/routes/cloud_auth.py:query_ibm_cos_instances","Blocked","query_ibm_cos_instances → IBMCloudService.list_cos_instances exchanges API key for IAM token then searches COS instances, returning value(name)/label/crn sorted; raises BadRequestError on invalid key. Needs live IBM IAM.","","2026-06-22"
"FEAT-0108","Cloud Credentials","IBM Cloud Regions Discovery","As a frontend, I want to list IBM Cloud regions, so that I can populate region selectors for IBM deployments.","Accepts optional template_id; uses template or default IBM template API key to list regions. Returns {provider:'ibm', regions}. Has legacy alias path.","backend/routes/cloud_auth.py:list_ibm_regions/list_ibm_regions_legacy","Validated","list_ibm_regions (and include_in_schema=False legacy alias /regions/ibm forwarding to it) resolves template_id or default IBM template, validates the key via IAM exchange, returns {provider:'ibm', regions} from canonical IBM_REGIONS.","","2026-06-22"
"FEAT-0109","Cloud Credentials","Manual Credential Refresh","As a user, I want to manually refresh expiring credentials, so that I can extend session validity.","Triggers immediate refresh (SSO supported); stores refreshed tokens and updates expiration. Error if refresh not available for auth method.","backend/routes/cloud_auth.py:refresh_credentials, backend/services/credential_refresh_service.py:force_refresh_project","Validated","[staging] force_refresh_project delegates to check_and_refresh_project, which returns False (skips refresh) whenever time_until_expiry exceeds refresh_threshold_minutes (~15 min). So a user-triggered refresh on healthy SSO/assume_role creds is a no-op and the endpoint raises BadRequestError 'Failed to refresh credentials'. FIX: Add a `force: bool = False` parameter threaded from refresh_credentials -> force_refresh_project -> check_and_refresh_project that bypasses the expiry-threshold gate (still returning False/error only when the auth method is genuinely non-refreshable, e.g. static creds). | WO-4 #344: force flag threads through check_and_refresh_project; manual refresh forced.","","2026-06-22"
"FEAT-0110","Cloud Credentials","SSH Command Execution","As a user, I want to execute remote commands on SSH-configured infrastructure, so that I can run scripts or diagnostics.","Provides project_id and command with optional timeout (1-300s, default 30); decrypts stored SSH creds, executes, returns stdout/stderr/exit_code.","backend/routes/cloud_auth.py:execute_ssh_command","Blocked","execute_ssh_command validates infra_enabled (BadRequestError), decrypts password/key/passphrase per auth_type, runs SSHService.execute_command with timeout (schema 1-300 default 30), returns stdout/stderr/exit_code. Needs live SSH host.","","2026-06-22"
"FEAT-0111","Cloud Credentials","SSH Configuration for Project","As a user, I want to configure SSH credentials for bare-metal/on-prem access, so that I can deploy to non-cloud environments.","Provides host, port, username, auth_type (password/key), and secret; tests SSH connection, encrypts and stores in project. Error if connection test fails.","backend/routes/cloud_auth.py:configure_ssh, backend/services/ssh_service.py:test_connection","Blocked","configure_ssh validates host/port/username/auth_type/secret, runs SSHService.test_connection first (BadRequestError on failure), then encrypts and stores creds on the project. Needs live SSH host to exercise.","","2026-06-22"
"FEAT-0112","Cloud Credentials","SSH Connection Test","As a user, I want to verify SSH credentials before saving, so that I don't store incorrect credentials.","Attempts SSH connection without storing anything. Returns success/failure message.","backend/routes/cloud_auth.py:test_ssh_connection","Blocked","test_ssh_connection calls SSHService.test_connection without persisting anything, returning success message or raising BadRequestError on failure. Needs live SSH host.","","2026-06-22"
"FEAT-0113","Cloud Credentials","SSH Credentials Deletion (Project)","As a user, I want to remove SSH credentials from a project, so that I can switch infrastructure.","Clears infra_enabled/host/ssh_port/username/password_encrypted/key_encrypted/auth_type.","backend/routes/cloud_auth.py:delete_ssh_credentials","Validated","delete_ssh_credentials resets infra_enabled=False, host=None, ssh_port=22, username=None, password_encrypted=None, key_encrypted=None, auth_type='password' and commits. Clears all documented fields (defaults rather than null for port/auth_type).","","2026-06-22"
"FEAT-0114","Cloud Credentials","SSH Credentials Metadata Retrieval","As a user, I want to view SSH configuration status for a project, so that I can verify what's configured.","Returns configured boolean and host/port/username/auth_type/has_password/has_key. Never returns actual credentials.","backend/routes/cloud_auth.py:get_ssh_credentials_metadata","Validated","get_ssh_credentials_metadata returns configured boolean plus host/port/username/auth_type/has_password/has_key derived from encrypted columns; never returns the secrets.","","2026-06-22"
"FEAT-0115","Cloud Credentials","SSH Key Generation","As a user, I want to generate a new SSH key pair, so that I can bootstrap key-based authentication.","Optional key_type (rsa/ed25519/ecdsa) and bits (1024-8192); returns {private_key, public_key} PEM strings. Does not store.","backend/routes/cloud_auth.py:generate_ssh_key","Validated","generate_ssh_key schema accepts key_type(rsa|ed25519|ecdsa) and bits(1024-8192); SSHService.generate_key_pair returns {private_key, public_key} PEM/OpenSSH strings and stores nothing.","","2026-06-22"
"FEAT-0116","CNF UI","CNF Dashboard - Custom Resource Browser","As a CNF operator, I want to browse and monitor custom resources discovered from CRDs, so that I can manage CNF components","Discovery-driven sidebar populated from /crds API. Read-only resource browser showing instances, conditions, metadata, raw YAML. Namespace and resource type filters.","pages/CNF.tsx, pages/cnf-parts/CNFSidebar.tsx, pages/cnf-parts/CNFResourceTable.tsx, pages/cnf-parts/CNFDetailPanel.tsx","Validated","pages/CNF.tsx wires CNFSidebar/CNFResourceTable/CNFDetailPanel and builds categories from useCrds() (/crds API); detail panel is read-only metadata/conditions/raw YAML.","","2026-06-22"
"FEAT-0117","Config Export/Promotion","Cluster Config Comparison","As an operator, I want to diff config between two clusters, so that I can identify configuration differences.","Exports both cluster configs and returns diff with added/removed/modified resources. Includes platform context (profile, provider, capabilities).","routes/config_export.py:diff_cluster_configs, services/config_export_service.py:diff_configs","Validated","routes/config_export.py:diff_cluster_configs exports both via export_cluster_config, calls diff_configs, and attaches platform_context via _build_platform_context_for_cluster_diff (profile/provider/capabilities).","","2026-06-22"
"FEAT-0118","Config Export/Promotion","Cluster Config Export","As a viewer, I want to export cluster configuration as YAML or JSON, so that I can backup or inspect config.","Exports complete BNK config including F5 BNK CRDs, Gateway API resources, module variables. Returns downloadable YAML or JSON with timestamp.","routes/config_export.py:export_config_yaml/export_config_json, services/config_export_service.py:export_cluster_config","Validated","config_export_service.py:export_cluster_config gathers F5 BNK CRDs + Gateway API resources + module_config variables; export_config_yaml/json return timestamped downloadable payloads.","","2026-06-22"
"FEAT-0119","Config Export/Promotion","Cluster Config Import","As a cluster owner, I want to import exported config to a cluster, so that I can apply configuration without manual YAML entry.","Accepts exported config JSON, applies resources via server-side apply, returns results (applied/failed/skipped counts with details).","routes/config_export.py:import_config, services/config_export_service.py","Validated","routes/config_export.py:import_config (require_cluster_owner) applies CRDs via server-side apply (patch_*_custom_object force=True) and returns applied/failed/skipped lists; core-API resources skipped.","","2026-06-22"
"FEAT-0120","Config Export/Promotion","Config Promotion (Dry-Run & Apply)","As an operator, I want to promote config from source cluster to target cluster, so that I can replicate configuration across environments.","Dry-run shows changes without mutations. Apply exports source, diffs against target, applies delta (add/modify only, skip removes), logs to history.","routes/config_promotion.py:promote_config, services/config_export_service.py","Validated","config_promotion.py:promote_config dry_run returns changes with no mutation; apply path exports source, diffs, _apply_delta_to_target adds/modifies only and skips removes (safety), logs via _log_promotion.","","2026-06-22"
"FEAT-0121","Config Export/Promotion","Promotion History","As a viewer, I want to see promotion history, so that I can audit which configurations were promoted when.","Lists promotions (newest first) with source/target cluster names, change counts, applied/failed/skipped counts, timestamp, applied-by user.","routes/config_promotion.py:list_promotions","Validated","config_promotion.py:list_promotions orders ConfigPromotion.applied_at desc and returns source/target names, change_count, applied/failed/skipped counts, timestamp, applied_by.","","2026-06-22"
"FEAT-0122","Connectivity","Force Connectivity Probe","As a viewer, I want to force an immediate probe of a target, so that I can get fast feedback instead of waiting for the scheduled check.","Bypasses circuit breaker and runs immediate connectivity probe, returning new state. Used by frontend 'retry' button.","routes/connectivity.py:force_probe","Validated","connectivity.py:force_probe calls registry.force_probe which explicitly overrides the breaker ('Force-probe overrides breaker') and returns the fresh snapshot.","","2026-06-22"
"FEAT-0123","Connectivity","Reachability Monitoring","As a viewer, I want to see the current reachability state of all targets, so that I can identify connectivity issues.","Returns current snapshot of reachability state for every target (cluster, host, DPU) including latency, error category, last checked time.","routes/connectivity.py:get_state, services/reachability/registry.py","Validated","connectivity.py:get_state returns registry.all_states() snapshot with state/latency_ms/error_category/checked_at per target (cluster/host/DPU).","","2026-06-22"
"FEAT-0124","Connectivity","Reachability Watch (SSE Stream)","As a viewer, I want to watch for reachability state changes in real-time, so that I'm immediately notified when connectivity status changes.","Server-sent events stream that replays current snapshot on connect, then yields state-change events. Includes heartbeat keepalives for proxy idle timeout mitigation.","routes/connectivity.py:watch","Validated","connectivity.py:watch SSE replays snapshot via registry.subscribe(), yields state-change events, sends ': keepalive' heartbeats every SSE_HEARTBEAT_SECONDS, and sets X-Accel-Buffering:no.","","2026-06-22"
"FEAT-0125","Credential Templates","Create Credential Template","As an operator, I want to save reusable cloud credential configurations, so that I can share credentials across projects.","Submits name, description, provider (aws/gcp/azure/ibm), provider-specific fields; validates regions, encrypts sensitive data, stores template. Errors on duplicate name or invalid provider config.","backend/routes/credential_templates.py:create_credential_template, backend/services/credential_template_service.py:create_template","Validated","create_credential_template validates regions via model_validator + IBM key requirement, rejects duplicate name (BadRequestError), manages per-provider default, encrypts secret/gcp/azure/ibm/tfc/ssh fields and stores the template.","","2026-06-22"
"FEAT-0126","Credential Templates","Delete Credential Template","As an operator, I want to remove credential templates no longer needed, so that I can keep the list clean.","Soft-deletes (marks inactive) or hard-deletes if unreferenced. Returns 204; errors if deletion leaves required projects without credentials.","backend/routes/credential_templates.py:delete_credential_template","Validated","[staging] delete_template always hard-deletes (db.delete) and raises BadRequestError if any project references it; there is no soft-delete / mark-inactive path as documented. FIX: Either implement a soft-delete (set an is_active=False flag) when the template is referenced and hard-delete only when unreferenced, or amend the documented behavior to 'hard-delete when unreferenced, error if referenced'. | WO-4 #356 (doc): delete_template hard-deletes; raises if referenced (no soft-delete column exists).","","2026-06-22"
"FEAT-0127","Credential Templates","Get Credential Template","As a viewer, I want to inspect a specific credential template, so that I can understand its configuration.","Returns single template with full metadata, has_* flags, expiration, is_default, projects_count. Never actual credentials.","backend/routes/credential_templates.py:get_credential_template","Validated","get_credential_template → serialize_template returns full metadata with has_* flags, expirations, is_default, projects_count and never raw secrets (only has_* booleans).","","2026-06-22"
"FEAT-0128","Credential Templates","Get SSO Authentication Status","As a viewer, I want to see SSO authentication status for a template, so that I can understand the credential state.","Returns is_authenticated, last_authenticated_at, token_expiry, has_refresh_token.","backend/routes/credential_templates.py:get_sso_status, backend/services/credential_template_service.py:get_sso_status","Validated","get_sso_status returns sso_enabled, is_authenticated, authenticated_at, token_expired/expiry, credentials_expired/expiry, has_credentials, can_refresh (has_refresh_token) and needs_reauth — covers the documented fields.","","2026-06-22"
"FEAT-0129","Credential Templates","Initiate SSO Authentication for Template","As an operator, I want to authenticate a template using AWS SSO, so that I can use temporary credentials without permanent keys.","Initiates AWS SSO device code flow scoped to a template; returns device_code, user_code, verification_uri. Stores internal state for polling.","backend/routes/credential_templates.py:initiate_sso_authentication, backend/services/credential_template_service.py:initiate_sso","Blocked","initiate_sso requires aws_sso_enabled + start_url/region, calls initiate_device_authorization, persists client_id + encrypted client_secret, returns user_code/verification_uri/device_code etc. Logic matches; needs live SSO.","","2026-06-22"
"FEAT-0130","Credential Templates","List Credential Templates","As a viewer, I want to see available credential templates, so that I can select one for my project.","Returns templates (optionally filtered by provider) with name, provider, auth_method, region, is_default, has_credentials flags, expiration, projects_count, last_successful_call_at. Never actual secrets.","backend/routes/credential_templates.py:list_credential_templates, backend/services/credential_template_service.py:list_templates","Validated","list_credential_templates → list_templates filters by provider, orders by is_default desc then name, serializes name/provider/auth_method/region/is_default/has_* flags/expiry/projects_count/last_successful_call_at without secrets.","","2026-06-22"
"FEAT-0131","Credential Templates","Poll SSO Authentication for Template","As a frontend, I want to poll for template SSO token completion, so that I can acquire and store access tokens.","Polls with template_id and device_code; on success stores encrypted access/refresh tokens and expiration in template. Pending returns 202.","backend/routes/credential_templates.py:poll_sso_authentication, backend/services/credential_template_service.py:poll_sso","Blocked","poll_sso (single attempt) stores encrypted access/refresh tokens + token_expiry + authenticated_at, optionally exchanges account/role creds; route returns 202 when pending=True. Logic matches; needs live SSO.","","2026-06-22"
"FEAT-0132","Credential Templates","Refresh SSO Credentials for Template","As an operator, I want to refresh expired SSO tokens, so that I can extend template credential validity.","Uses stored refresh_token to obtain new access token, updates token and expiration. Error if no refresh token or AWS call fails.","backend/routes/credential_templates.py:refresh_sso_credentials, backend/services/credential_template_service.py:refresh_sso","Blocked","refresh_sso requires stored refresh token (BadRequestError otherwise), calls refresh_credentials, updates encrypted access token + expiry and re-exchanges account creds. Logic matches; needs live SSO/STS.","","2026-06-22"
"FEAT-0133","Credential Templates","Test Credential Template","As an operator, I want to validate that stored credentials work, so that I can ensure projects can use them.","Tests credentials against cloud APIs (AWS STS GetCallerIdentity etc.). Returns success with identity (account_id, arn) or friendly error. Records result in cloud observation tables.","backend/routes/credential_templates.py:test_credential_template, backend/services/credential_template_service.py:test_template","Blocked","test_template runs sts:GetCallerIdentity (boto3) for AWS / IAM token for IBM / tunnel test for SSH, maps friendly errors, and records record_aws_observation success/failure into the template row. Needs live cloud to exercise.","","2026-06-22"
"FEAT-0134","Credential Templates","Update Credential Template","As an operator, I want to modify credential templates, so that I can update credentials when they rotate.","Partial update of any field; validates regions, encrypts sensitive fields, updates template.","backend/routes/credential_templates.py:update_credential_template, backend/services/credential_template_service.py:update_template","Validated","update_template does partial update via model_dump(exclude_unset), validates regions in the schema validator, re-encrypts provided secret fields, rejects duplicate name, bumps updated_at.","","2026-06-22"
"FEAT-0135","Dashboard UI","Dashboard - Main Hub","As an operator, I want to see a unified command center with fleet health, active operations, and recent activity, so that I can monitor the entire platform at a glance","Displays greeting, fleet health overview with operator mini-cards, active operations, attention needed items (failures/drift/offline), projects and clusters cards side-by-side, health ring, stats row, recent operations feed, featured blueprints at bottom.","pages/Dashboard.tsx, components/dashboard/HealthRing.tsx, components/dashboard/StatCard.tsx, components/dashboard/ActiveOperationCard.tsx, components/dashboard/AttentionCard.tsx, components/dashboard/ActivityItem.tsx","Validated","pages/Dashboard.tsx composes greeting, fleet health bar with operator mini-cards, active operations, AttentionCard, side-by-side projects/clusters, HealthRing, StatCard row, ActivityItem feed, and featured blueprints at bottom.","","2026-06-22"
"FEAT-0136","Dependencies","Calculate Auto Deployment Order","As a project owner, I want to auto-calculate optimal deployment order based on dependencies, so that module execution respects all prerequisite relationships.","User triggers auto-calculation. System runs topological sort on dependency graph (Kahn's algorithm). Updates all module deployment_order values. Returns updated order and layer assignments.","routes/project_modules.py:calculate_module_deployment_order, services/project_module_service.py:calculate_deployment_order","Validated","calculate_deployment_order in services/project_module_service.py runs Kahn topological sort, updates deployment_order on all modules, and returns updated order plus layer assignments.","","2026-06-22"
"FEAT-0137","Dependencies","Get Module Dependencies","As a viewer, I want to see what modules a given module depends on, so that I understand prerequisite relationships.","Endpoint returns list of dependency modules with their status and deployment order. Shows which dependencies are satisfied vs pending.","routes/project_modules.py:get_module_dependencies, services/project_module_service.py:get_dependencies","Validated","get_dependencies in services/project_module_service.py returns dependency modules with status and met/is_deployed flags (met=applied) plus all_met indicator.","","2026-06-22"
"FEAT-0138","Dependencies","Get Module Dependents","As a viewer, I want to see what modules depend on a given module, so that I understand impact of changes.","Endpoint returns list of modules that list this module as a dependency. Shows dependent count and status.","routes/project_modules.py:get_module_dependents, services/project_module_service.py:get_dependents","Validated","get_dependents in services/project_module_service.py returns modules that depend on the given module with their status and a count.","","2026-06-22"
"FEAT-0139","Dependencies","Get Project Dependency Graph","As an architect, I want to visualize the dependency graph for all modules in a project, so that I can understand infrastructure composition and parallelization opportunities.","Endpoint returns graph structure with nodes (modules) and edges (dependencies). Includes layer assignments for visualization. Detects cycles and returns error if found.","routes/project_modules.py:get_project_dependency_graph, services/project_module_service.py:get_dependency_graph","Validated","[staging] get_dependency_graph (utils.dependency_graph) only builds nodes/edges; it performs no cycle detection (a cyclic graph is returned silently) and assigns no layers — only deployment_order is passed through. The expected 'detects cycles and returns error' and 'layer assignments' are both missing. FIX: In get_dependency_graph, call detect_circular_dependencies (already in the same module) and raise CircularDependencyError / map to BadRequestError on a cycle, and compute layer assignments (e.g. via Kahn's algorithm) into each node for visualization. | WO-4 #345: get_dependency_graph adds cycle detection (error) + layer assignments.","","2026-06-22"
"FEAT-0140","Dependencies","Set Module Dependencies","As a module owner, I want to explicitly declare that my module depends on specific other modules, so that deployment respects required prerequisites.","User provides list of module IDs to depend on. System validates no circular dependencies, no duplicates. Updates module.dependencies list. Returns updated dependency info.","routes/project_modules.py:set_module_dependencies, services/project_module_service.py:set_dependencies","Validated","set_dependencies in services/project_module_service.py validates no duplicates (Pydantic), no self-dependency, same project, and no circular dependency via validate_dependencies utility before persisting.","","2026-06-22"
"FEAT-0141","Deployments","Add Module to Project","As a project owner, I want to add modules from the library to my project at specific paths with variable overrides, so that I can compose infrastructure from reusable components.","User selects module library ID, specifies path_in_project (e.g. 'infra/vpc'), provides optional variable overrides. System auto-detects dependencies, adjusts deployment_order, validates variables. Returns module ID and dependency information.","routes/project_modules.py:add_module_to_project, services/project_module_service.py:add_module","Validated","add_module in services/project_module_service.py auto-detects dependencies via detect_module_dependencies, adjusts deployment_order, validates variables, and returns module_id plus dependency info.","","2026-06-22"
"FEAT-0142","Deployments","Get Deployment History for Module","As a viewer, I want to see all past deployments for a module with action, status, timing, and resource changes, so that I can track deployment history.","Endpoint returns Deployment records for a module ordered by started_at descending. Includes action, status, triggered_by, timing, resource_to_add/change/destroy counts, exit code, git info.","routes/project_deployments.py:get_deployment_history","Validated","get_deployment_history in routes/project_deployments.py queries Deployment ordered by started_at desc with action, status, triggered_by, timing, resource counts, exit_code, and git info.","","2026-06-22"
"FEAT-0143","Deployments","Get Deployment Logs for Module","As an operator, I want to retrieve historical deployment logs for a module filtered by level and limited by count, so that I can diagnose deployment issues.","Endpoint returns deployment logs ordered by timestamp descending. Supports filtering by level (info/error/warning/success/all) and limit (1-10000). Returns timestamp, level, message for each log entry.","routes/project_deployments.py:get_deployment_logs","Validated","get_deployment_logs in routes/project_deployments.py returns logs ordered by timestamp desc with level filtering (all/info/error/warning/success) and limit validated 1-10000.","","2026-06-22"
"FEAT-0144","Deployments","Get Module State History","As a debugger, I want to see the audit log of status transitions for a module, so that I understand what operations were performed and when.","Endpoint returns paginated list of ModuleStateTransition records showing from_status->to_status transitions, task IDs, fence tokens, reasons, and timestamps. Limit 1-500 records.","routes/project_modules.py:get_module_state_history, models/module.py:ModuleStateTransition","Validated","get_module_state_history in routes/project_modules.py returns paginated ModuleStateTransition records (from_status->to_status, task_ids, fence_tokens, reasons, timestamps) with limit validated 1-500.","","2026-06-22"
"FEAT-0145","Deployments","Get Module State Metadata","As an operator, I want to inspect state file metadata, so that I can verify state integrity.","Endpoint reads terraform.tfstate or encrypted state. Returns existence flag, state location, lineage, serial, terraform version, encryption status, resource/output counts, and modification time.","routes/project_deployments.py:get_module_state_info","Validated","[staging] The encrypted-state branch sets outputs_count (line 303) but the unencrypted-state branch (lines 304-307) sets only resources_count and omits outputs_count, yielding an inconsistent response shape. FIX: In the unencrypted branch, also set `result['outputs_count'] = len(state_data.get('outputs', {}))` (or len(module.outputs)) so both branches return the same resource/output count keys. | WO-4 #346: unencrypted state-metadata branch now sets outputs_count.","","2026-06-22"
"FEAT-0146","Deployments","Get Module State Resources List","As an operator, I want to list all managed resources in a module's state, so that I can understand what infrastructure is deployed.","Endpoint reads state file (handles encrypted or unencrypted). Returns list of resources with type and name. For encrypted state, uses database secret to decrypt.","routes/project_deployments.py:get_module_state_resources","Validated","get_module_state_resources in routes/project_deployments.py reads state via get_state_resources_list, handling encrypted (DB-secret decrypt) and unencrypted files, returning resources with type/name.","","2026-06-22"
"FEAT-0147","Deployments","Get Module Status","As a viewer, I want to check the current status of a module, so that I know deployment progress.","Endpoint returns current status, last_deployed_at timestamp, deployment_error message, and stage_detail. Reflects real-time state from database.","routes/project_modules.py:get_module_status, services/project_module_service.py:get_module_status","Validated","get_module_status in services/project_module_service.py returns current status, last_deployed_at, deployment_error, and stage_detail read live from the database.","","2026-06-22"
"FEAT-0148","Deployments","Get Project-Level Deployment History","As an architect, I want to see deployment timeline across all modules in a project, so that I can understand project-wide deployment activity.","Endpoint joins all module deployments for a project, ordered by started_at. Includes module name, path, and per-module status. Supports action/status filters and pagination.","routes/project_deployments.py:get_project_deployment_history","Validated","get_project_deployment_history in routes/project_deployments.py joins all module deployments for the project ordered by started_at desc with module name/path and supports action/status filters plus pagination.","","2026-06-22"
"FEAT-0149","Deployments","List Project Modules","As a viewer, I want to see all modules in a project with their status and configuration, so that I can understand the deployment composition.","Endpoint returns all ProjectModule records ordered by deployment_order with library module details, status, last_deployed_at, and error information.","routes/project_modules.py:list_project_modules, services/project_module_service.py:list_modules","Validated","list_modules in services/project_module_service.py returns all ProjectModule records ordered by deployment_order with library module details, status, last_deployed_at, and deployment_error.","","2026-06-22"
"FEAT-0150","Deployments","Recover State File","As an operator, I want to recover a lost state file for a deployed module using outputs, so that I can regain management of infrastructure.","User triggers state recovery on an applied module with outputs in database. System creates refresh task via Celery. Returns task ID and runs 'tofu refresh' to rebuild state from real infrastructure.","routes/project_deployments.py:recover_state_file","Validated","recover_state_file in routes/project_deployments.py verifies APPLIED status and DB outputs, creates a Task, and queues run_opentofu_refresh via Celery, returning the task_id.","","2026-06-22"
"FEAT-0151","Deployments","Remove Module from Project","As a module owner, I want to delete a module from a project, so that I can clean up unused infrastructure.","System checks module lock (prevents deletion during active operation). Cleans up persistent workspace directory. Cascades deletion to state file and outputs. Returns success confirmation.","routes/project_modules.py:remove_module_from_project, services/project_module_service.py:remove_module","Validated","remove_module in services/project_module_service.py checks the module lock via ModuleLockService, cleans the persistent workspace via WorkspaceManager, and cascades deletion of state/outputs.","","2026-06-22"
"FEAT-0152","Deployments","Repair Infrastructure Access Metadata","As an operator, I want to rematerialize infrastructure access details without a full redeploy, so that I can fix access metadata issues quickly.","User calls repair on applied module. System normalizes module outputs in-place, fixing infrastructure_private_key_path and infrastructure_access_status. Returns repair status and key availability.","routes/project_deployments.py:repair_infrastructure_access","Validated","repair_infrastructure_access in routes/project_deployments.py calls normalize_module_outputs_in_place on applied modules and returns repair status with key availability/access metadata.","","2026-06-22"
"FEAT-0153","Deployments","Update Module Configuration","As a module owner, I want to modify variable overrides, deployment order, or enabled status, so that I can adjust module behavior without removing it.","User updates one or more of: variable_overrides (validates against schema), deployment_order, or enabled flag. System validates variables and persists changes. Returns updated module metadata.","routes/project_modules.py:update_project_module, services/project_module_service.py:update_module","Validated","update_module in services/project_module_service.py validates variable_overrides against schema and updates deployment_order/enabled, returning updated metadata and optional warnings.","","2026-06-22"
"FEAT-0154","Discovery","Bare-Metal Host Registration from Discovery","As a project owner, I want to register discovered DPU-host nodes as bare-metal hosts, so that I can manage physical infrastructure.","Creates bare-metal host record from discovered node with optional custom naming. Idempotent — reregistering existing hosts returns existing record with status='exists'.","routes/discovery.py:register_node_as_host/register_all_hosts, services/discovery_service.py:register_node_as_bare_metal_host","Validated","discovery.py:register_node_as_host / register_all_hosts delegate to discovery_service.register_node_as_bare_metal_host; idempotent re-register returns existing row with status='exists'.","","2026-06-22"
"FEAT-0155","Discovery","Discovery Job Management","As a project owner, I want to list, view, rerun, and delete discovery jobs, so that I can manage discovery workflows.","Lists jobs with status/progress, gets job details with discovered nodes, reruns completed/failed jobs, deletes jobs with cleanup.","routes/discovery.py:list_discovery_jobs/get_discovery_job/rerun_discovery_job/delete_discovery_job","Validated","discovery.py list/get/rerun/delete endpoints delegate to DiscoveryService; rerun resets job to PENDING and re-executes, delete removes job + discovered nodes.","","2026-06-22"
"FEAT-0156","Discovery","DPU Registration from Discovery","As a project owner, I want to register discovered DPU nodes in the DPU inventory, so that I can manage DPU infrastructure.","Detects whether discovered IP is DPU BMC or DPU OS, creates DPU record with access_mode, BMC IP, optional host association.","routes/discovery.py:register_node_as_dpu, services/discovery_service.py:register_node_as_dpu","Validated","discovery.py:register_node_as_dpu detects is_dpu_bmc vs is_dpu_node (400 if neither), sets access_mode/bmc_ip; discovery_service enforces duplicate-BMC guard and optional host association.","","2026-06-22"
"FEAT-0157","Discovery","Kubeconfig Probing from Discovered Nodes","As a project owner, I want to probe kubeconfig contexts from a discovered node, so that I can register Kubernetes clusters that were discovered.","SSHes to discovered node and retrieves kubeconfig contexts/clusters available on that node. Used in cluster auto-registration workflow.","routes/discovery.py:probe_node_kubeconfig, services/discovery_service.py:probe_node_kubeconfig","Validated","discovery.py:probe_node_kubeconfig (require_project_owner) delegates to discovery_service.probe_node_kubeconfig which SSHes to the node and returns kubeconfig contexts/clusters.","","2026-06-22"
"FEAT-0158","Discovery","SSH Node Discovery","As a project owner, I want to discover bare-metal hosts and DPUs via SSH, so that I can inventory infrastructure and register nodes.","Triggers SSH discovery job against IP list with configurable credentials. Probes hardware (DPUs, NICs, BIOS), detects node types (BMC/DPU-OS/host), reports discovered nodes.","routes/discovery.py:trigger_discovery, services/discovery_service.py:trigger_discovery","Validated","discovery.py:trigger_discovery accepts node/credential payload, creates job, and starts background SSH discovery via DiscoveryService.start_background_execution.","","2026-06-22"
